id,time,x1,y1,z1,,,,,,,x2,y2,z2,,,,,,,x3,y3,z3,,,,,,,x4,y4,z4,,,,,,
57,0.475,-0.727177,1.647833,-2.340073,-0.643572,1.592164,-2.38352,1.568764,1.79996,-1.957037,-1.21178,1.654811,-1.044602,-1.286797,1.591749,-1.050751,0.294798,1.055526,-0.341488,0.363102,1.102397,-0.340664,0.294018,1.013187,-0.241466,1.571618,1.721011,-1.974447,1.535185,1.793353,-1.820327,-0.804592,1.575997,-2.459978,-1.246941,1.526217,-0.945447
58,0.483333,-0.719575,1.648566,-2.339728,-0.636423,1.592794,-2.383759,1.568234,1.799875,-1.9594,-1.211439,1.655096,-1.044978,-1.286407,1.591964,-1.051176,0.278021,1.082052,-0.339697,0.348448,1.125394,-0.338237,0.275296,1.039361,-0.239949,1.570725,1.720999,-1.977227,1.535546,1.792827,-1.822477,-0.798524,1.576411,-2.458806,-1.246408,1.526276,-0.94589
59,0.491667,-0.712725,1.648743,-2.339542,-0.62942,1.593044,-2.383932,1.567467,1.799744,-1.961856,-1.211134,1.655408,-1.04536,-1.28596,1.592267,-1.051715,0.263438,1.108447,-0.338605,0.33611,1.148503,-0.337306,0.258372,1.065221,-0.239245,1.569499,1.720947,-1.979929,1.535832,1.792152,-1.824653,-0.791601,1.576653,-2.45756,-1.246103,1.526543,-0.94616
60,0.5,-0.705438,1.649224,-2.339197,-0.622465,1.593328,-2.384034,1.566716,1.799496,-1.964214,-1.210951,1.655818,-1.045781,-1.285607,1.592453,-1.052037,0.250936,1.13485,-0.338503,0.325267,1.171276,-0.335843,0.243029,1.091127,-0.239375,1.568864,1.720761,-1.982603,1.536053,1.791345,-1.826904,-0.785247,1.57766,-2.456702,-1.24579,1.52673,-0.946394
61,0.508333,-0.698406,1.649671,-2.33879,-0.615748,1.593514,-2.38403,1.565873,1.799335,-1.966669,-1.21067,1.65609,-1.046113,-1.285279,1.592631,-1.052314,0.240125,1.160917,-0.338498,0.315958,1.193787,-0.334959,0.229307,1.11729,-0.239843,1.567714,1.72062,-1.985361,1.536212,1.790589,-1.829086,-0.779227,1.578346,-2.455749,-1.245431,1.526923,-0.946662
62,0.516667,-0.691289,1.650061,-2.338266,-0.609034,1.593685,-2.383798,1.56499,1.798927,-1.969154,-1.210378,1.656391,-1.046378,-1.284935,1.592788,-1.052582,0.230725,1.18708,-0.33869,0.307951,1.216489,-0.334313,0.217241,1.143162,-0.240109,1.566773,1.720409,-1.988147,1.536454,1.789934,-1.831439,-0.773189,1.578844,-2.455018,-1.24506,1.527128,-0.946912
63,0.525,-0.684373,1.650287,-2.337681,-0.60257,1.593683,-2.383627,1.564071,1.798588,-1.971753,-1.210054,1.65665,-1.046589,-1.284542,1.593004,-1.052835,0.222546,1.213142,-0.338718,0.300843,1.238979,-0.333426,0.206358,1.169015,-0.240651,1.56578,1.72018,-1.990988,1.536731,1.78922,-1.833786,-0.766608,1.578916,-2.453971,-1.244638,1.527383,-0.947136
64,0.533333,-0.677824,1.650403,-2.337194,-0.596144,1.593711,-2.383323,1.563198,1.798234,-1.974383,-1.209671,1.656927,-1.046737,-1.284133,1.593236,-1.053036,0.215387,1.238976,-0.338374,0.294929,1.261143,-0.332479,0.196954,1.194283,-0.241028,1.564918,1.719829,-1.993775,1.537107,1.788466,-1.836266,-0.760381,1.579092,-2.453065,-1.244253,1.52763,-0.947335
65,0.541667,-0.671057,1.650481,-2.336396,-0.589749,1.593663,-2.382995,1.5624,1.797943,-1.977102,-1.209249,1.657169,-1.046837,-1.28372,1.593493,-1.053187,0.209237,1.264459,-0.337702,0.28969,1.283038,-0.331458,0.188723,1.219124,-0.241368,1.564051,1.719489,-1.996665,1.537647,1.787821,-1.838884,-0.754263,1.579233,-2.452158,-1.243905,1.527857,-0.947499
66,0.55,-0.664636,1.650369,-2.335718,-0.583439,1.593515,-2.382541,1.561789,1.79735,-1.979828,-1.20885,1.657447,-1.046876,-1.283334,1.593786,-1.053277,0.204043,1.289221,-0.336707,0.285121,1.304392,-0.330228,0.181866,1.242528,-0.240974,1.563362,1.719203,-1.999515,1.537985,1.787097,-1.841419,-0.748068,1.579238,-2.451072,-1.243625,1.528158,-0.947544
67,0.558333,-0.658253,1.650118,-2.334957,-0.577178,1.593404,-2.382032,1.561052,1.797072,-1.982635,-1.208288,1.657625,-1.046773,-1.282942,1.594126,-1.053279,0.199636,1.3129,-0.335389,0.281315,1.325065,-0.328977,0.176118,1.264845,-0.240702,1.562703,1.718827,-2.00241,1.538375,1.786354,-1.844064,-0.742006,1.579126,-2.449858,-1.24339,1.528516,-0.947526
68,0.566667,-0.651706,1.649903,-2.334054,-0.570889,1.593182,-2.381653,1.560534,1.796658,-1.985437,-1.207879,1.657952,-1.046637,-1.282621,1.594516,-1.05324,0.196136,1.335398,-0.333974,0.278184,1.344936,-0.327574,0.171513,1.285731,-0.240419,1.562003,1.718498,-2.005448,1.538681,1.785651,-1.846763,-0.736239,1.578986,-2.448731,-1.243188,1.528885,-0.947421
69,0.575,-0.645134,1.649534,-2.332926,-0.564646,1.592841,-2.381063,1.560043,1.796275,-1.988332,-1.207553,1.658321,-1.046405,-1.282349,1.594973,-1.053073,0.193512,1.356462,-0.332538,0.275688,1.363598,-0.326227,0.167823,1.305351,-0.240143,1.561496,1.718156,-2.008481,1.538907,1.784942,-1.849533,-0.730231,1.578184,-2.447241,-1.243229,1.529747,-0.94735
70,0.583333,-0.638886,1.648765,-2.331701,-0.558392,1.592476,-2.380302,1.559574,1.795865,-1.991131,-1.207275,1.658734,-1.046047,-1.282114,1.595557,-1.052822,0.191669,1.375916,-0.331285,0.273967,1.381187,-0.325046,0.164889,1.323482,-0.23989,1.561165,1.717961,-2.011559,1.539149,1.784184,-1.85233,-0.724185,1.577907,-2.445414,-1.243164,1.530314,-0.946877
71,0.591667,-0.63262,1.647837,-2.330227,-0.552193,1.591996,-2.379508,1.559161,1.79549,-1.994253,-1.207049,1.659241,-1.045521,-1.281962,1.596213,-1.052432,0.190484,1.393576,-0.330434,0.272998,1.397069,-0.323916,0.162744,1.340053,-0.239996,1.560773,1.717739,-2.014776,1.539484,1.783609,-1.85532,-0.718502,1.576692,-2.443489,-1.243063,1.530435,-0.946813
72,0.6,-0.626271,1.646758,-2.328354,-0.546114,1.591349,-2.378434,1.55883,1.795321,-1.997319,-1.207037,1.659938,-1.044999,-1.281851,1.59694,-1.05202,0.190159,1.409626,-0.330083,0.272601,1.412102,-0.322965,0.161276,1.355098,-0.240523,1.560382,1.71748,-2.017978,1.539654,1.783001,-1.858373,-0.712304,1.57634,-2.441196,-1.243123,1.53087,-0.946458
73,0.608333,-0.620144,1.64528,-2.326216,-0.540123,1.590479,-2.377199,1.558469,1.795057,-2.000507,-1.206895,1.660497,-1.044143,-1.281844,1.597723,-1.051473,0.190403,1.424229,-0.329948,0.272791,1.425788,-0.32235,0.160415,1.368372,-0.24128,1.560052,1.717371,-2.021388,1.539722,1.782553,-1.861549,-0.706869,1.574551,-2.439244,-1.243242,1.531307,-0.946034
74,0.616667,-0.614127,1.643549,-2.323868,-0.534271,1.589462,-2.375768,1.558095,1.794925,-2.00384,-1.206936,1.661216,-1.043235,-1.281953,1.598628,-1.050882,0.191123,1.437308,-0.33017,0.27357,1.438251,-0.321828,0.159886,1.38102,-0.242527,1.560033,1.717139,-2.024838,1.539757,1.782126,-1.864803,-0.701332,1.573323,-2.436918,-1.243497,1.531757,-0.945527
75,0.625,-0.608279,1.641635,-2.321364,-0.52844,1.588365,-2.374151,1.557642,1.794835,-2.007375,-1.207133,1.662055,-1.042178,-1.28224,1.599565,-1.050177,0.192406,1.449209,-0.330669,0.274695,1.449874,-0.321204,0.159974,1.391901,-0.244027,1.559623,1.7171,-2.028215,1.539899,1.782078,-1.868276,-0.696135,1.572034,-2.434807,-1.243843,1.532215,-0.945035
76,0.633333,-0.602578,1.639559,-2.318605,-0.522753,1.587297,-2.372329,1.557124,1.794718,-2.010902,-1.207411,1.662938,-1.04109,-1.282596,1.60041,-1.049437,0.194151,1.460079,-0.331232,0.276281,1.460674,-0.320639,0.160556,1.401971,-0.245578,1.559383,1.717008,-2.031682,1.539834,1.782126,-1.871749,-0.690699,1.570939,-2.432396,-1.244248,1.532657,-0.944518
77,0.641667,-0.597126,1.637426,-2.315838,-0.51724,1.586218,-2.370479,1.556537,1.794691,-2.014506,-1.207872,1.663607,-1.040049,-1.283265,1.601199,-1.048464,0.196273,1.470145,-0.331606,0.278098,1.470798,-0.319822,0.161532,1.410696,-0.247204,1.559326,1.716776,-2.035199,1.539748,1.78213,-1.875268,-0.685139,1.569745,-2.429784,-1.244714,1.533033,-0.944001
78,0.65,-0.59171,1.635563,-2.31295,-0.511841,1.585305,-2.368492,1.555877,1.794708,-2.018218,-1.208515,1.664329,-1.038958,-1.283965,1.602156,-1.047607,0.198521,1.479602,-0.331728,0.280279,1.480334,-0.31886,0.162881,1.418978,-0.248684,1.558781,1.716841,-2.038761,1.539741,1.782423,-1.878897,-0.680178,1.568645,-2.427482,-1.245273,1.533421,-0.943523
79,0.658333,-0.586475,1.633731,-2.310157,-0.50655,1.584648,-2.366483,1.555132,1.794653,-2.021957,-1.209316,1.665345,-1.037535,-1.284765,1.602983,-1.046747,0.201131,1.488355,-0.331738,0.282763,1.489108,-0.317803,0.164651,1.426223,-0.249982,1.558505,1.716897,-2.04226,1.539912,1.782825,-1.882508,-0.674748,1.567356,-2.424904,-1.245989,1.533768,-0.943005
80,0.666667,-0.581501,1.632086,-2.307406,-0.501407,1.584116,-2.364533,1.554381,1.794806,-2.025709,-1.210245,1.66572,-1.036986,-1.285708,1.603724,-1.046021,0.20404,1.496438,-0.331255,0.285288,1.497175,-0.316651,0.166558,1.433205,-0.251026,1.558116,1.716966,-2.045744,1.539847,1.783086,-1.886091,-0.669831,1.566176,-2.422561,-1.246823,1.533982,-0.942571
81,0.675,-0.576559,1.630783,-2.304746,-0.496337,1.583877,-2.362488,1.553643,1.795018,-2.029382,-1.211303,1.666299,-1.036084,-1.286895,1.604178,-1.045128,0.206936,1.503839,-0.330955,0.288096,1.504327,-0.31552,0.168934,1.439345,-0.251838,1.557876,1.717107,-2.049277,1.540044,1.783636,-1.889735,-0.66488,1.565002,-2.419986,-1.247854,1.534133,-0.942188
82,0.683333,-0.571774,1.629514,-2.302122,-0.491368,1.583752,-2.360573,1.552851,1.795147,-2.033139,-1.212558,1.666833,-1.035092,-1.288093,1.60468,-1.044619,0.210235,1.510299,-0.330428,0.291107,1.510716,-0.314301,0.171557,1.444922,-0.25242,1.557637,1.717263,-2.052719,1.540259,1.78426,-1.893333,-0.659374,1.563825,-2.417633,-1.248838,1.534107,-0.941958
83,0.691667,-0.56699,1.628524,-2.299592,-0.486495,1.583679,-2.358647,1.552242,1.795378,-2.03693,-1.213894,1.66707,-1.034534,-1.28933,1.605386,-1.044128,0.213431,1.516239,-0.329433,0.294493,1.516396,-0.313059,0.174386,1.449807,-0.252773,1.557346,1.717401,-2.056251,1.540514,1.784915,-1.896938,-0.654593,1.562822,-2.41511,-1.249905,1.534134,-0.941672
84,0.7,-0.562245,1.62765,-2.297167,-0.481668,1.583889,-2.356755,1.551752,1.795686,-2.040581,-1.215377,1.667109,-1.034287,-1.290814,1.605359,-1.043476,0.217087,1.520765,-0.329189,0.297921,1.521049,-0.311924,0.177564,1.454028,-0.252831,1.557332,1.717741,-2.059696,1.540932,1.78562,-1.900535,-0.649758,1.56209,-2.412628,-1.251006,1.53402,-0.941444
85,0.708333,-0.557402,1.627082,-2.29471,-0.476832,1.584142,-2.354903,1.551393,1.795945,-2.044252,-1.216908,1.667071,-1.034018,-1.29236,1.605192,-1.043068,0.22089,1.524656,-0.328463,0.301263,1.524906,-0.311117,0.18097,1.457456,-0.252737,1.557387,1.717945,-2.062996,1.541361,1.786381,-1.904117,-0.645037,1.561392,-2.410284,-1.252236,1.533903,-0.941192
86,0.716667,-0.552702,1.626547,-2.292536,-0.472109,1.584339,-2.353062,1.551284,1.79622,-2.047824,-1.218487,1.666802,-1.033929,-1.293864,1.604963,-1.042699,0.224383,1.527436,-0.328167,0.305184,1.528077,-0.309987,0.184556,1.460143,-0.25234,1.557549,1.718187,-2.066288,1.541983,1.787254,-1.907592,-0.640253,1.560967,-2.408073,-1.253505,1.53377,-0.941045
87,0.725,-0.54785,1.62645,-2.290272,-0.467311,1.584689,-2.351321,1.551206,1.796499,-2.051016,-1.220146,1.666405,-1.034009,-1.29548,1.604508,-1.042591,0.228333,1.529513,-0.327567,0.308684,1.530229,-0.309257,0.188379,1.462134,-0.251984,1.557914,1.71856,-2.069566,1.542703,1.788084,-1.911058,-0.635526,1.560689,-2.405803,-1.254887,1.533546,-0.940962
88,0.733333,-0.543014,1.6264,-2.288236,-0.462438,1.58511,-2.349561,1.551546,1.796857,-2.054399,-1.221812,1.665791,-1.034324,-1.297074,1.603875,-1.042542,0.23231,1.530917,-0.327064,0.31268,1.532333,-0.308469,0.192541,1.46338,-0.25212,1.558422,1.718923,-2.072789,1.54342,1.788927,-1.914384,-0.630698,1.560702,-2.403705,-1.256309,1.533302,-0.94091
89,0.741667,-0.538079,1.626483,-2.286388,-0.457499,1.585569,-2.347905,1.55209,1.797309,-2.057683,-1.223492,1.665077,-1.034747,-1.298727,1.603113,-1.042516,0.236431,1.531692,-0.32659,0.317021,1.533613,-0.307294,0.196641,1.463994,-0.25174,1.559099,1.719385,-2.075906,1.544244,1.789695,-1.91766,-0.625852,1.56076,-2.401647,-1.257701,1.532227,-0.94072
90,0.75,-0.533046,1.626737,-2.28451,-0.452599,1.586064,-2.346349,1.55281,1.797839,-2.060869,-1.225161,1.66422,-1.035332,-1.300458,1.602272,-1.04267,0.240764,1.532085,-0.326142,0.321241,1.534558,-0.306157,0.200952,1.464076,-0.25143,1.559948,1.719901,-2.07901,1.545074,1.790349,-1.920806,-0.621049,1.560874,-2.399707,-1.259202,1.531663,-0.940795
91,0.758333,-0.527894,1.627162,-2.282807,-0.44758,1.586585,-2.344932,1.553849,1.798264,-2.063857,-1.226843,1.663248,-1.035989,-1.302193,1.601337,-1.042816,0.245695,1.532095,-0.325676,0.325583,1.535149,-0.305056,0.20528,1.463681,-0.251275,1.561001,1.720364,-2.08197,1.546016,1.791049,-1.923906,-0.616143,1.56129,-2.397672,-1.260718,1.531097,-0.940834
92,0.766667,-0.522639,1.627766,-2.281078,-0.442563,1.587211,-2.343558,1.555084,1.798902,-2.066849,-1.228435,1.662264,-1.03662,-1.304048,1.600217,-1.042738,0.250395,1.531687,-0.32508,0.330022,1.53531,-0.303641,0.209776,1.462729,-0.251175,1.562183,1.720844,-2.084791,1.546989,1.791659,-1.926824,-0.611256,1.561954,-2.395673,-1.262392,1.530763,-0.940757
93,0.775,-0.517373,1.628507,-2.279522,-0.43744,1.587767,-2.342045,1.556457,1.79938,-2.069674,-1.230134,1.661192,-1.037333,-1.305767,1.599234,-1.042941,0.255106,1.530904,-0.324408,0.334599,1.535188,-0.302191,0.214275,1.461226,-0.251499,1.563482,1.721226,-2.087587,1.548073,1.792271,-1.929688,-0.606276,1.562533,-2.393767,-1.26376,1.530187,-0.940697
94,0.783333,-0.512011,1.629337,-2.277905,-0.432382,1.588208,-2.340615,1.557817,1.799922,-2.072447,-1.231743,1.660166,-1.038061,-1.307464,1.598264,-1.043113,0.259807,1.529875,-0.323652,0.339082,1.534651,-0.300712,0.21901,1.459522,-0.2512,1.564984,1.721807,-2.090214,1.549296,1.79285,-1.932443,-0.601467,1.563239,-2.391844,-1.265219,1.528913,-0.941123
95,0.791667,-0.506717,1.630032,-2.276315,-0.427348,1.588702,-2.339164,1.559367,1.80031,-2.075118,-1.233309,1.659134,-1.038691,-1.309127,1.597195,-1.043291,0.264493,1.528284,-0.322982,0.343491,1.533691,-0.299335,0.223808,1.457242,-0.251194,1.566381,1.721864,-2.092381,1.550617,1.793443,-1.935156,-0.596527,1.563903,-2.390022,-1.266591,1.528212,-0.941229
96,0.8,-0.50147,1.630644,-2.27466,-0.422539,1.588983,-2.337872,1.561017,1.800586,-2.077672,-1.235026,1.658254,-1.039331,-1.310741,1.596267,-1.04351,0.269265,1.526081,-0.322202,0.347856,1.53216,-0.298027,0.228386,1.454308,-0.251312,1.56795,1.722211,-2.094859,1.552069,1.794135,-1.937701,-0.591668,1.564631,-2.388162,-1.267944,1.527554,-0.941327
97,0.808333,-0.496271,1.631128,-2.27286,-0.417498,1.589247,-2.336281,1.562736,1.800907,-2.080146,-1.236617,1.657291,-1.039936,-1.312382,1.595299,-1.043655,0.273798,1.523241,-0.321695,0.352139,1.530274,-0.296857,0.233115,1.451106,-0.251141,1.569554,1.722392,-2.097183,1.553735,1.794691,-1.940142,-0.586786,1.565315,-2.386159,-1.269359,1.52686,-0.94148
98,0.816667,-0.491,1.631486,-2.270995,-0.41241,1.589547,-2.334635,1.564691,1.801216,-2.082433,-1.238237,1.656424,-1.040473,-1.314013,1.594384,-1.043843,0.278187,1.519863,-0.321429,0.356332,1.527915,-0.295782,0.237893,1.447493,-0.250778,1.571324,1.722684,-2.099345,1.55553,1.79523,-1.94243,-0.581776,1.565966,-2.384109,-1.270639,1.526226,-0.94161
99,0.825,-0.48569,1.63165,-2.269359,-0.407344,1.589769,-2.33287,1.566652,1.801378,-2.084621,-1.239839,1.655648,-1.041023,-1.315592,1.593528,-1.04399,0.282675,1.515985,-0.321174,0.36043,1.52506,-0.294988,0.242801,1.443526,-0.250286,1.573187,1.722821,-2.101249,1.557509,1.795788,-1.944538,-0.5769,1.566469,-2.38209,-1.27193,1.525599,-0.941755
100,0.833333,-0.480365,1.631819,-2.267049,-0.402281,1.589839,-2.331214,1.568648,1.801539,-2.086463,-1.241442,1.654905,-1.041526,-1.317178,1.592724,-1.044128,0.286987,1.511636,-0.320775,0.364647,1.521824,-0.294409,0.247564,1.439381,-0.249573,1.575092,1.722959,-2.103053,1.559542,1.796155,-1.946456,-0.571991,1.566995,-2.379873,-1.273291,1.525053,-0.941886
101,0.841667,-0.475035,1.632003,-2.264882,-0.397284,1.590005,-2.329453,1.570948,1.801612,-2.088163,-1.242993,1.654194,-1.042076,-1.318713,1.59199,-1.044311,0.291423,1.50703,-0.320553,0.36872,1.518271,-0.293779,0.252331,1.435108,-0.248779,1.577142,1.722998,-2.104691,1.561683,1.796418,-1.948162,-0.567171,1.567448,-2.377667,-1.27456,1.524598,-0.941992
102,0.85,-0.46977,1.631987,-2.262997,-0.392229,1.59012,-2.327714,1.573224,1.801855,-2.089714,-1.244633,1.653585,-1.042591,-1.320291,1.591369,-1.044369,0.295613,1.502198,-0.320197,0.372776,1.514502,-0.293366,0.25713,1.430711,-0.247703,1.579402,1.723034,-2.106122,1.563859,1.796506,-1.949619,-0.562224,1.567937,-2.375246,-1.275811,1.524682,-0.94178
103,0.858333,-0.464599,1.631871,-2.26051,-0.387278,1.590189,-2.325793,1.575848,1.801847,-2.09093,-1.246096,1.653005,-1.042943,-1.321805,1.590849,-1.044453,0.300033,1.497258,-0.319928,0.376863,1.510519,-0.292948,0.261691,1.426405,-0.24662,1.581709,1.723056,-2.107316,1.566056,1.796587,-1.950893,-0.557432,1.568238,-2.372983,-1.277049,1.524377,-0.9418
104,0.866667,-0.459478,1.631813,-2.258236,-0.382301,1.590396,-2.323814,1.578458,1.801814,-2.091981,-1.247743,1.65285,-1.043401,-1.323303,1.590415,-1.044476,0.304128,1.49236,-0.319531,0.380894,1.506495,-0.292473,0.266238,1.422106,-0.245469,1.584266,1.722979,-2.108376,1.568242,1.79653,-1.951945,-0.5527,1.568425,-2.370707,-1.278187,1.524726,-0.941488
105,0.875,-0.454407,1.631682,-2.256171,-0.377407,1.590476,-2.321852,1.581128,1.80165,-2.092722,-1.249135,1.652482,-1.043612,-1.324801,1.590106,-1.044437,0.30835,1.487466,-0.31917,0.384928,1.502355,-0.292011,0.270477,1.41777,-0.244516,1.58695,1.722873,-2.109119,1.570575,1.79646,-1.952726,-0.547899,1.568611,-2.368462,-1.279432,1.52395,-0.941871
106,0.883333,-0.449475,1.631485,-2.25361,-0.372582,1.59066,-2.319812,1.583961,1.801495,-2.093174,-1.250572,1.652283,-1.04369,-1.326274,1.589887,-1.044359,0.312311,1.482725,-0.31854,0.388812,1.498386,-0.291519,0.275027,1.413698,-0.243058,1.589585,1.722757,-2.109719,1.572902,1.796211,-1.953253,-0.543103,1.568926,-2.36603,-1.280551,1.524417,-0.941549
107,0.891667,-0.444467,1.631364,-2.251122,-0.367692,1.590783,-2.317783,1.586753,1.801222,-2.093517,-1.251957,1.652065,-1.043759,-1.327707,1.589738,-1.044253,0.316412,1.478124,-0.317945,0.392756,1.494396,-0.290973,0.279241,1.409765,-0.241718,1.592527,1.72251,-2.109989,1.575434,1.795929,-1.953557,-0.538346,1.569007,-2.363661,-1.281748,1.524344,-0.941522
108,0.9,-0.439339,1.631138,-2.248874,-0.36287,1.590854,-2.315688,1.589877,1.800881,-2.093397,-1.253358,1.65203,-1.043842,-1.329125,1.58969,-1.044098,0.320231,1.473778,-0.317134,0.396592,1.490668,-0.290424,0.283465,1.405923,-0.240327,1.595345,1.722113,-2.110096,1.578136,1.795517,-1.953587,-0.533645,1.569213,-2.361241,-1.282879,1.524369,-0.941504
109,0.908333,-0.434213,1.630779,-2.246153,-0.357991,1.590893,-2.313699,1.592837,1.800649,-2.093127,-1.254805,1.652099,-1.043797,-1.330565,1.589778,-1.04391,0.324102,1.469682,-0.316388,0.400377,1.48715,-0.289823,0.287652,1.402398,-0.238943,1.598322,1.721911,-2.109793,1.581014,1.794987,-1.953354,-0.528857,1.569608,-2.35854,-1.283964,1.524395,-0.941495
110,0.916667,-0.428876,1.630393,-2.243503,-0.353025,1.590912,-2.311716,1.595862,1.800283,-2.092725,-1.256228,1.652226,-1.043746,-1.331946,1.589863,-1.043703,0.327906,1.465919,-0.315485,0.404199,1.483797,-0.289133,0.291816,1.399152,-0.23743,1.601219,1.721591,-2.109436,1.584024,1.794505,-1.952814,-0.524289,1.569795,-2.355911,-1.285012,1.524463,-0.941474
111,0.925,-0.423432,1.629761,-2.240877,-0.348087,1.590809,-2.309914,1.599128,1.799957,-2.091847,-1.257665,1.652377,-1.04375,-1.333272,1.589957,-1.043515,0.331787,1.462458,-0.314437,0.408013,1.480838,-0.288394,0.295961,1.396213,-0.235918,1.604251,1.721272,-2.108754,1.587254,1.79393,-1.952052,-0.51966,1.570038,-2.353018,-1.286044,1.52451,-0.941482
112,0.933333,-0.417841,1.628909,-2.238426,-0.343187,1.590631,-2.308327,1.602298,1.799542,-2.090823,-1.259166,1.652593,-1.043681,-1.334577,1.590109,-1.043279,0.335716,1.459574,-0.313366,0.411912,1.478193,-0.287538,0.300141,1.393818,-0.234374,1.607503,1.720875,-2.107821,1.590524,1.793284,-1.950972,-0.515147,1.570235,-2.349951,-1.287069,1.523926,-0.941783
113,0.941667,-0.412748,1.627388,-2.235807,-0.338442,1.590461,-2.306777,1.605828,1.7991,-2.089434,-1.26056,1.652851,-1.043654,-1.335866,1.59019,-1.043124,0.339701,1.457225,-0.312285,0.415916,1.475929,-0.286822,0.304258,1.391894,-0.232696,1.61076,1.72044,-2.106651,1.593985,1.792612,-1.949652,-0.510518,1.569747,-2.34735,-1.288005,1.524035,-0.941759
114,0.95,-0.407914,1.625617,-2.232587,-0.33364,1.590771,-2.304769,1.609377,1.798601,-2.087866,-1.262034,1.653008,-1.043712,-1.337124,1.590299,-1.04303,0.34384,1.455396,-0.311171,0.420179,1.474114,-0.285914,0.308441,1.390622,-0.231129,1.614321,1.719919,-2.105079,1.597645,1.791951,-1.94807,-0.505784,1.568934,-2.344729,-1.289001,1.524138,-0.941761
115,0.958333,-0.40333,1.623837,-2.229542,-0.328946,1.591214,-2.302514,1.613141,1.798167,-2.08595,-1.26334,1.65319,-1.043724,-1.338646,1.590304,-1.042894,0.348126,1.454197,-0.310108,0.42453,1.472698,-0.285121,0.31253,1.390083,-0.229535,1.617818,1.719596,-2.103465,1.601449,1.791163,-1.946187,-0.500884,1.567879,-2.342256,-1.289975,1.524299,-0.941767
116,0.966667,-0.398831,1.622542,-2.226511,-0.324244,1.591647,-2.299994,1.616933,1.797637,-2.08386,-1.264618,1.653367,-1.043781,-1.339846,1.590448,-1.042759,0.352642,1.453593,-0.309043,0.429226,1.471686,-0.28425,0.316744,1.390099,-0.228039,1.621497,1.719141,-2.101618,1.605485,1.790256,-1.944067,-0.495965,1.567112,-2.339768,-1.290962,1.524441,-0.941801
117,0.975,-0.394239,1.621753,-2.223438,-0.319451,1.591838,-2.297231,1.620828,1.797135,-2.081447,-1.265877,1.653502,-1.043837,-1.341109,1.590565,-1.042643,0.357321,1.453565,-0.307961,0.434138,1.47121,-0.283362,0.320914,1.390824,-0.226765,1.625247,1.718633,-2.099311,1.609671,1.789397,-1.941736,-0.491087,1.566879,-2.33726,-1.291923,1.524548,-0.941791
118,0.983333,-0.389554,1.621223,-2.220515,-0.314648,1.591684,-2.29433,1.625119,1.796689,-2.078872,-1.267052,1.653664,-1.043888,-1.342258,1.590694,-1.042471,0.362169,1.454097,-0.307007,0.43935,1.471024,-0.282252,0.32521,1.391985,-0.225595,1.629197,1.718241,-2.097103,1.614127,1.788398,-1.939132,-0.48617,1.567109,-2.334745,-1.292921,1.524733,-0.94171
119,0.991667,-0.384842,1.620481,-2.217574,-0.309774,1.591434,-2.291359,1.629521,1.796136,-2.076021,-1.268123,1.653793,-1.043936,-1.343341,1.590834,-1.04237,0.367313,1.455085,-0.306159,0.444265,1.471296,-0.281646,0.329537,1.393487,-0.224639,1.633306,1.717846,-2.094517,1.618691,1.787494,-1.936284,-0.481263,1.56715,-2.332448,-1.293831,1.524898,-0.941651
120,1,-0.380117,1.619483,-2.214613,-0.304862,1.590945,-2.28854,1.634116,1.795661,-2.072956,-1.26923,1.653958,-1.043922,-1.344494,1.590928,-1.042222,0.372681,1.456513,-0.305345,0.449668,1.471918,-0.280663,0.334019,1.395313,-0.223958,1.637502,1.717324,-2.091804,1.623448,1.786462,-1.933285,-0.476435,1.567682,-2.330421,-1.294669,1.525053,-0.941615
121,1.008333,-0.375235,1.618236,-2.211881,-0.29989,1.590519,-2.285768,1.638952,1.795095,-2.069683,-1.270355,1.654115,-1.043853,-1.345572,1.591058,-1.042081,0.377935,1.458236,-0.304495,0.455174,1.472811,-0.279622,0.338566,1.39724,-0.223352,1.641763,1.716967,-2.088871,1.628343,1.785409,-1.930037,-0.471367,1.567844,-2.328398,-1.295489,1.525813,-0.94137
122,1.016667,-0.370344,1.616652,-2.209046,-0.29485,1.590165,-2.283116,1.644049,1.794796,-2.066644,-1.271388,1.654231,-1.043822,-1.346607,1.591162,-1.041975,0.38327,1.46019,-0.303717,0.460769,1.473774,-0.278539,0.343317,1.399132,-0.222978,1.646171,1.716544,-2.085817,1.633252,1.784307,-1.926618,-0.466251,1.567943,-2.326311,-1.296335,1.52588,-0.94138
123,1.025,-0.365302,1.615246,-2.206159,-0.28975,1.589787,-2.280508,1.648982,1.794216,-2.062599,-1.272398,1.654313,-1.043778,-1.347644,1.591252,-1.041839,0.38901,1.461951,-0.303001,0.466375,1.475022,-0.277462,0.348194,1.400969,-0.222672,1.650661,1.7162,-2.082676,1.638269,1.783091,-1.923042,-0.461097,1.568574,-2.324375,-1.297146,1.525369,-0.941622
124,1.033333,-0.360192,1.613877,-2.203382,-0.28451,1.589388,-2.278105,1.654175,1.793705,-2.058854,-1.273396,1.654456,-1.043704,-1.34863,1.591381,-1.041713,0.394606,1.463821,-0.302305,0.47198,1.476474,-0.276271,0.353178,1.402621,-0.22238,1.655283,1.715913,-2.079432,1.643239,1.781821,-1.919278,-0.455805,1.56905,-2.322407,-1.297924,1.525445,-0.941628
